1,0,0.0,4,4,4,4,0.0
2,0,0.0820000171661377,4,4,4,4,0.0
3,0,0.2539999485015869,4,4,4,4,0.0
4,0,0.2890000343322754,4,4,4,4,0.0
5,0,0.37199997901916504,4,4,4,4,0.0
6,0,0.5039999485015869,4,4,4,4,0.0
7,0,0.5899999141693115,4,4,4,4,0.0
8,0,0.7200000286102295,4,4,4,4,0.0
9,0,0.8050000667572021,4,4,4,4,0.0
10,0,0.869999885559082,4,4,4,4,0.0
11,0,1.0190000534057617,4,4,4,4,0.0
12,0,1.0850000381469727,4,4,4,4,0.0
13,0,1.1710000038146973,4,4,4,4,0.0
14,0,1.3009998798370361,4,4,4,4,0.0
15,0,1.3859999179840088,4,4,4,4,0.0
16,0,1.4660000801086426,4,4,4,4,0.0
17,0,1.5989999771118164,4,4,4,4,0.0
18,0,1.681999921798706,4,4,4,4,0.0
19,0,1.8259999752044678,4,4,4,4,0.0
20,0,1.8989999294281006,4,4,4,4,0.0
21,0,1.9670000076293945,4,4,4,4,0.0
22,0,2.111999988555908,4,4,4,4,0.0
23,0,2.178999900817871,4,4,4,4,0.0
24,0,2.2669999599456787,4,4,4,4,0.0
25,0,2.3949999809265137,4,4,4,4,0.0
26,0,2.4789998531341553,4,4,4,4,0.0
27,0,2.5460000038146973,4,4,4,4,0.0
28,0,2.7100000381469727,4,4,4,4,0.0
29,0,2.7799999713897705,4,4,4,4,0.0
30,0,2.9089999198913574,4,4,4,4,0.0
31,0,2.990999937057495,4,4,4,4,0.0
32,0,3.059999942779541,4,4,4,4,0.0
33,0,3.2070000171661377,4,4,4,4,0.0
34,0,3.2760000228881836,4,4,4,4,0.0
35,0,3.3569998741149902,4,4,4,4,0.0
36,0,3.490000009536743,4,4,4,4,0.0
37,0,3.575000047683716,4,4,4,4,0.0
38,0,3.6549999713897705,4,4,4,4,0.0
39,0,3.7909998893737793,4,4,4,4,0.0
40,0,3.8569998741149902,4,4,4,4,0.0
41,0,4.004999876022339,4,4,4,4,0.0
42,0,4.085999965667725,4,4,4,4,0.0
43,0,4.1540000438690186,4,4,4,4,0.0
44,0,4.312000036239624,4,4,4,4,0.0
45,0,4.369999885559082,4,4,4,4,0.0
46,0,4.454999923706055,4,4,4,4,0.0
47,0,4.585999965667725,4,4,4,4,0.0
48,0,4.66700005531311,4,4,4,4,0.0
49,0,4.734999895095825,4,4,4,4,0.0
50,0,4.884000062942505,4,4,4,4,0.0
51,0,4.950000047683716,4,4,4,4,0.0
52,0,5.0980000495910645,4,4,4,4,0.0
53,0,5.2149999141693115,4,4,4,4,0.0
54,0,5.253999948501587,4,4,4,4,0.0
55,0,5.397000074386597,4,4,4,4,0.0
56,0,5.46399998664856,4,4,4,4,0.0
57,0,5.546999931335449,4,4,4,4,0.0
58,0,5.678999900817871,4,4,4,4,0.0
59,0,5.760999917984009,4,4,4,4,0.0
60,0,5.852999925613403,4,4,4,4,0.0
61,0,5.976000070571899,4,4,4,4,0.0
62,0,6.056999921798706,4,4,4,4,0.0
63,0,6.191999912261963,4,4,4,4,0.0
64,0,6.2769999504089355,4,4,4,4,0.0
65,0,6.3420000076293945,4,4,4,4,0.0
66,0,6.496000051498413,4,4,4,4,0.0
67,0,6.559000015258789,4,4,4,4,0.0
68,0,6.626999855041504,4,4,4,4,0.0
69,0,6.773999929428101,4,4,4,4,0.0
70,0,6.85699987411499,4,4,4,4,0.0
71,0,6.921000003814697,4,4,4,4,0.0
72,0,7.07099986076355,4,4,4,4,0.0
73,0,7.13700008392334,4,4,4,4,0.0
74,0,7.289999961853027,4,4,4,4,0.0
75,0,7.351999998092651,4,4,4,4,0.0
76,0,7.453999996185303,4,4,4,4,0.0
77,0,7.585000038146973,4,4,4,4,0.0
78,0,7.6519999504089355,4,4,4,4,0.0
79,0,7.7170000076293945,4,4,4,4,0.0
80,0,7.869999885559082,4,4,4,4,0.0
81,0,7.950999975204468,4,4,4,4,0.0
